Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,CLV,Purchase_Frequency_Score,Age_Group,Discount_Sensitivity,Dominant_Category,Winter_Spring_Buyer,Review_Rating_Category,Cluster
56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,PayPal,Free Shipping,Yes,Yes,45,PayPal,Weekly,2070,7,Senior,1,Accessories,0,High,1
37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,PayPal,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,1914,6,Middle,1,Outerwear,0,Medium,1
30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Bank Transfer,Store Pickup,Yes,Yes,25,PayPal,Quarterly,1200,2,Young,1,Outerwear,0,Low,1
19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Credit Card,Express,Yes,Yes,25,Cash,Monthly,1075,4,Young,1,Footwear,0,Medium,1
24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Venmo,Standard,Yes,Yes,44,Debit Card,Quarterly,4180,2,Young,1,Accessories,0,High,2
52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Debit Card,Standard,Yes,Yes,21,Venmo,Fortnightly,630,6,Senior,1,Clothing,0,Medium,1
63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,1984,6,Senior,1,Footwear,0,Medium,1
37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,PayPal,Store Pickup,Yes,Yes,47,Debit Card,Annually,4230,1,Middle,1,Accessories,0,Low,2
38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Venmo,Free Shipping,Yes,Yes,14,PayPal,Monthly,1064,4,Middle,1,Clothing,0,Medium,1
35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Bank Transfer,Standard,Yes,Yes,17,Debit Card,Every 3 Months,1632,3,Middle,1,Footwear,0,High,1
28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Debit Card,Next Day Air,Yes,Yes,3,Venmo,Annually,141,1,Young,1,Accessories,0,High,1
30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,PayPal,Express,Yes,Yes,42,Venmo,Annually,3570,1,Young,1,Clothing,0,High,2
69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Debit Card,Standard,Yes,Yes,22,Debit Card,Annually,1210,1,Senior,1,Clothing,1,Medium,1
41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Quarterly,2058,2,Middle,1,Clothing,0,Medium,1
63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Cash,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,1617,2,Senior,1,Clothing,1,High,1
35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Venmo,Standard,Yes,Yes,40,Debit Card,Annually,1040,1,Middle,1,Clothing,0,Medium,1
36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Debit Card,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,68,6,Middle,1,Accessories,0,Low,1
25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,50,Bank Transfer,Monthly,3650,4,Young,1,Clothing,0,High,2
58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,1053,3,Senior,1,Accessories,0,Medium,1
27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,34,Venmo,Monthly,782,4,Young,1,Accessories,0,High,1
65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Venmo,Express,Yes,Yes,29,Venmo,Fortnightly,1421,6,Senior,1,Accessories,0,Low,1
54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,2294,5,Senior,1,Accessories,0,Low,1
54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,PayPal,Standard,Yes,Yes,8,Debit Card,Weekly,536,7,Senior,1,Clothing,0,Medium,1
59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Debit Card,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,325,6,Senior,1,Accessories,1,Low,1
42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,7,Cash,Monthly,420,4,Middle,1,Accessories,1,Low,1
46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Cash,Store Pickup,Yes,Yes,30,Cash,Monthly,930,4,Middle,1,Footwear,0,Medium,1
33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Venmo,Express,Yes,Yes,14,Credit Card,Every 3 Months,378,3,Middle,1,Accessories,0,Medium,1
34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Bank Transfer,Express,Yes,Yes,5,Cash,Fortnightly,400,6,Middle,1,Footwear,0,Low,1
27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Credit Card,Standard,Yes,Yes,3,PayPal,Every 3 Months,90,3,Young,1,Outerwear,0,Medium,1
52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Venmo,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,1150,5,Senior,1,Clothing,0,Low,1
29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly,140,7,Young,1,Clothing,0,Medium,1
54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,2814,5,Senior,1,Accessories,0,Medium,2
25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,PayPal,Standard,Yes,Yes,30,Cash,Annually,1380,1,Young,1,Accessories,0,Medium,1
41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Venmo,Express,Yes,Yes,37,Venmo,Annually,1295,1,Middle,1,Footwear,1,Medium,1
53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,172,1,Senior,1,Outerwear,0,Low,1
53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,2430,2,Senior,1,Accessories,1,Low,1
21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,1974,4,Young,1,Clothing,0,Medium,1
61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,903,2,Senior,1,Clothing,0,High,1
64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,279,6,Senior,1,Footwear,0,High,1
51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Cash,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,972,6,Senior,1,Footwear,0,Medium,1
32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,244,7,Middle,1,Clothing,0,High,1
38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Venmo,Store Pickup,Yes,Yes,10,Debit Card,Annually,960,1,Middle,1,Accessories,0,Low,1
58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,754,7,Senior,1,Clothing,1,Medium,1
32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Cash,Express,Yes,Yes,40,Cash,Fortnightly,1320,6,Middle,1,Footwear,1,Low,1
46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,1088,6,Middle,1,Clothing,0,High,1
39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually,1736,1,Middle,1,Accessories,0,Low,1
19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,94,5,Young,1,Footwear,1,Medium,1
50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,265,5,Middle,1,Clothing,1,Medium,1
36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly,328,7,Middle,1,Clothing,0,High,1
65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly,3360,2,Senior,1,Outerwear,0,Low,2
64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,2204,3,Senior,1,Accessories,0,Medium,1
46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly,348,5,Middle,1,Footwear,0,Low,1
36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually,2900,1,Middle,1,Accessories,0,Low,2
51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly,1410,2,Senior,1,Accessories,1,Medium,1
51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly,850,4,Senior,1,Outerwear,0,High,1
38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,3608,6,Middle,1,Footwear,0,Medium,2
59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,3198,4,Senior,1,Accessories,0,Medium,2
57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly,1755,6,Senior,1,Accessories,1,High,1
54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly,2336,7,Senior,1,Accessories,0,Medium,1
25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly,1769,4,Young,1,Clothing,0,Medium,1
69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,330,1,Senior,1,Clothing,0,High,1
57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually,1254,1,Senior,1,Accessories,1,Low,1
70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,684,7,Senior,1,Accessories,0,Medium,1
24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,3500,5,Young,1,Footwear,0,Medium,2
67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly,1600,7,Senior,1,Clothing,1,Low,1
24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,330,6,Young,1,Clothing,0,High,1
62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,1547,5,Senior,1,Accessories,0,Low,1
57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly,646,4,Senior,1,Clothing,1,High,1
55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,4268,3,Senior,1,Footwear,1,Medium,2
45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,132,6,Middle,1,Outerwear,0,Low,1
69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,4140,6,Senior,1,Clothing,0,High,2
67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually,588,1,Senior,1,Accessories,0,High,1
30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,1023,3,Young,1,Accessories,0,High,1
24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,2050,3,Young,1,Outerwear,0,High,1
62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,1536,5,Senior,1,Accessories,1,Low,1
43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly,1281,7,Middle,1,Clothing,1,Medium,1
35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,1152,1,Middle,1,Accessories,1,Medium,1
28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,360,2,Young,1,Clothing,1,Low,1
32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly,1056,6,Middle,1,Accessories,1,Low,1
39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly,2736,6,Middle,1,Footwear,1,Medium,2
28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,408,2,Young,1,Accessories,0,High,1
47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,1316,6,Middle,1,Accessories,1,High,1
20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually,1394,1,Young,1,Clothing,1,High,1
63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,996,3,Senior,1,Clothing,0,Low,1
25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,242,1,Young,1,Outerwear,1,Medium,1
29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly,370,4,Young,1,Footwear,1,Medium,1
50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly,2250,6,Middle,1,Clothing,1,High,1
18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually,869,1,Young,1,Clothing,1,Low,1
70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,756,3,Senior,1,Footwear,1,High,1
66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually,3784,1,Senior,1,Accessories,0,High,2
28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,468,3,Young,1,Clothing,1,Medium,1
54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,864,5,Senior,1,Accessories,1,High,1
19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,2241,3,Young,1,Clothing,0,High,1
20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly,936,7,Young,1,Accessories,0,Medium,1
43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,2759,2,Middle,1,Accessories,1,Medium,2
38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,2652,6,Middle,1,Outerwear,1,Medium,2
50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,3240,6,Middle,1,Clothing,0,Low,2
64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually,170,1,Senior,1,Clothing,0,High,1
49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly,2397,5,Middle,1,Clothing,0,Low,1
47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,1305,6,Middle,1,Clothing,1,Medium,1
36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,3784,5,Middle,1,Clothing,1,High,2
55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,3400,3,Senior,1,Outerwear,0,High,2
25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,400,4,Young,1,Accessories,1,Low,1
53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,1638,7,Senior,1,Accessories,1,High,1
49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,2385,6,Middle,1,Footwear,0,Medium,1
35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Bi-Weekly,1720,5,Middle,1,Accessories,1,Medium,1
29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Weekly,924,7,Young,1,Clothing,1,High,1
47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Venmo,Express,Yes,Yes,33,PayPal,Weekly,3300,7,Middle,1,Accessories,1,High,2
53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually,846,1,Senior,1,Accessories,0,High,1
33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Weekly,225,7,Middle,1,Clothing,0,Medium,1
21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Annually,1734,1,Young,1,Accessories,1,Low,1
32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,1353,6,Middle,1,Clothing,0,Medium,1
52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,1095,5,Senior,1,Footwear,1,High,1
67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,168,5,Senior,1,Accessories,1,Medium,1
43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Annually,500,1,Middle,1,Accessories,1,High,1
58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Every 3 Months,600,3,Senior,1,Accessories,1,High,1
20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Quarterly,265,2,Young,1,Accessories,0,High,1
61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Venmo,Express,Yes,Yes,16,Cash,Quarterly,1184,2,Senior,1,Accessories,1,Low,1
32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Annually,741,1,Middle,1,Clothing,0,Low,1
38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,627,3,Middle,1,Accessories,1,Medium,1
21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually,1617,1,Young,1,Clothing,1,High,1
37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually,240,1,Middle,1,Clothing,0,Medium,1
27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly,1334,4,Young,1,Clothing,0,High,1
36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Annually,1170,1,Middle,1,Clothing,0,Medium,1
32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,1003,5,Middle,1,Accessories,1,Medium,1
51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Cash,Express,Yes,Yes,32,Credit Card,Weekly,2400,7,Senior,1,Accessories,0,Medium,1
64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Annually,2268,1,Senior,1,Clothing,1,Medium,1
68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Monthly,882,4,Senior,1,Footwear,1,Low,1
68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,396,5,Senior,1,Clothing,1,Medium,1
33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,832,1,Middle,1,Clothing,0,High,1
65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Fortnightly,2898,6,Senior,1,Accessories,0,High,2
48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,962,5,Middle,1,Accessories,0,High,1
69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Cash,Express,Yes,Yes,32,Debit Card,Quarterly,1056,2,Senior,1,Outerwear,1,High,1
59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly,896,5,Senior,1,Accessories,1,Low,1
48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Weekly,1105,7,Middle,1,Accessories,1,Medium,1
25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Fortnightly,330,6,Young,1,Clothing,0,Medium,1
29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,1044,5,Young,1,Clothing,1,Low,1
57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Annually,2185,1,Senior,1,Clothing,1,Medium,1
23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Monthly,2553,4,Young,1,Footwear,0,Medium,1
45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,1449,5,Middle,1,Footwear,0,High,1
38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Bank Transfer,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,1342,5,Middle,1,Accessories,1,Low,1
21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly,846,4,Young,1,Clothing,0,Low,1
